Year,DMCODE,New_DIST,NEW_MANDAL,June,July,Aug,Sep,total,Rainy Days,No Rain,Light Rainfall,moderate,Heavy,Very Heavy
2015,1707,Medak,Ramayampet,180.8,55,137.8,197.4,571,35,83,28,10,1,0
2015,1702,Medak,Regode,126.8,90,176.6,135.8,529.2,36,83,30,9,0,0
2015,1701,Medak,Shankarampet_A,139.2,44.8,157.4,93.2,434.6,30,80,32,10,0,0
2015,1711,Medak,Shankarampet_R,125.4,93.4,194,148.2,561,34,84,29,9,0,0
2015,1717,Medak,Shivampet,101.8,46.6,81.4,57.4,287.2,25,90,28,4,0,0
2015,1704,Medak,Tekmal,57.2,67.4,198.2,116.2,439,30,88,27,6,1,0
2015,1719,Medak,Tupran,200.2,47.4,164,80,491.6,36,80,32,10,0,0
2015,1718,Medak,Yeldurthy,78.4,40.2,91,69,278.6,29,79,39,4,0,0
2015,2107,Medchal_Malkajgiri,Alwal,188.2,66,59.2,181.2,494.6,31,84,28,10,0,0
2015,2103,Medchal_Malkajgiri,Bachpalle,180,40.4,61.4,147.4,429.2,25,90,23,9,0,0
2015,2106,Medchal_Malkajgiri,Balanagar,149.4,49.2,31,95,324.6,21,98,17,7,0,0
2015,2102,Medchal_Malkajgiri,Dundigal_Gandimaisamma,180,40.4,61.4,147.4,429.2,25,90,23,9,0,0
2015,2114,Medchal_Malkajgiri,Ghatkesar,148.4,33.4,43.6,219.4,444.8,28,90,22,9,1,0
2015,2111,Medchal_Malkajgiri,Kapra,139,55.4,55.4,213.8,463.6,33,84,29,9,0,0
2015,2113,Medchal_Malkajgiri,Keesara,139,55.4,55.4,213.8,463.6,33,84,29,9,0,0
2015,2105,Medchal_Malkajgiri,Kukatpally,149.4,49.2,31,95,324.6,21,98,17,7,0,0
2015,2108,Medchal_Malkajgiri,Malkajgiri,188.2,66,59.2,181.2,494.6,31,84,28,10,0,0
2015,2101,Medchal_Malkajgiri,Medchel,135.8,41.2,139,93.2,409.2,27,92,17,13,0,0
2015,2110,Medchal_Malkajgiri,Medipally,148.4,33.4,43.6,219.4,444.8,28,90,22,9,1,0
2015,2104,Medchal_Malkajgiri,Quthbullapur,180,40.4,61.4,147.4,429.2,25,90,23,9,0,0
2015,2112,Medchal_Malkajgiri,Shamirpet,110,27.6,69.6,93.2,300.4,24,85,31,6,0,0
2015,2109,Medchal_Malkajgiri,Uppal,158.4,55.6,66.4,152.2,432.6,25,96,18,7,1,0
2015,2812,Nagarkurnool,Achampet,101,52,75,69,297,21,95,19,8,0,0
2015,2813,Nagarkurnool,Amrabad,126,92,128,249,595,34,88,24,10,0,0
2015,2815,Nagarkurnool,Balmoor,98.2,40,80.8,65,284,23,96,22,4,0,0
2015,2802,Nagarkurnool,Bijinapalle,118.4,24.4,105.4,42.8,291,26,93,22,7,0,0
2015,2807,Nagarkurnool,Charakonda,45.4,4,77.6,85.4,212.4,19,98,20,4,0,0
2015,2809,Nagarkurnool,Kalwakurthy,51.4,33,133.6,72.2,290.2,24,94,24,4,0,0
2015,2818,Nagarkurnool,Kodair,29,50,35,122,236,22,92,24,6,0,0
2015,2819,Nagarkurnool,Kollapur,117,70.2,133.8,143.4,464.4,32,82,30,10,0,0
2015,2816,Nagarkurnool,Lingal,37,64,50,43,194,11,99,19,4,0,0
2015,2803,Nagarkurnool,Nagar_Kurnool,92.6,50,88.4,117.6,348.6,25,87,29,6,0,0
2015,2814,Nagarkurnool,Padra,126,92,128,249,595,34,88,24,10,0,0
2015,2817,Nagarkurnool,Peddakothapalle,32.4,64,46.2,110.4,253,22,93,25,4,0,0
2015,2820,Nagarkurnool,Pentlavelli,117,70.2,133.8,143.4,464.4,32,82,30,10,0,0
2015,2804,Nagarkurnool,Tadoor,22.6,14.6,45.8,55.4,138.4,17,96,26,0,0,0
2015,2810,Nagarkurnool,Telkapalle,64,57.4,80.2,111,312.6,29,90,26,6,0,0
2015,2801,Nagarkurnool,Thimmajipeta,99.2,11,194.6,68.4,373.2,23,98,13,11,0,0
2015,2811,Nagarkurnool,Uppunuthala,56,32,39,50,177,21,98,22,2,0,0
2015,2805,Nagarkurnool,Urkonda,94,10,37.2,48,189.2,19,101,17,4,0,0
2015,2808,Nagarkurnool,Vangoor,45.4,4,77.6,85.4,212.4,19,98,20,4,0,0
2015,2806,Nagarkurnool,Veldanda,13.8,45.2,53.6,114.8,227.4,17,96,22,4,0,0
2015,2923,Nalgonda,Adavi devula palli,231,70.6,251.2,37,589.8,30,88,18,16,0,0
2015,2916,Nalgonda,Anumula_Haliya,163.6,52.8,140,155.6,512,35,76,36,10,0,0
2015,2931,Nalgonda,Chandampet,76,22.6,102.2,95,295.8,26,92,25,5,0,0
2015,2911,Nalgonda,Chandur,129,19.8,158.2,122.6,429.6,39,75,37,10,0,0
2015,2913,Nalgonda,Chinthapalle,76,7.4,169,118.6,371,25,90,25,7,0,0
2015,2901,Nalgonda,Chityala,96.2,34.8,173.2,153.4,457.6,31,83,31,7,1,0
2015,2922,Nalgonda,Damaracherla,231,70.6,251.2,37,589.8,30,88,18,16,0,0
2015,2929,Nalgonda,Devarakonda,113.4,29.8,176.2,251,570.4,33,83,24,15,0,0
2015,2930,Nalgonda,Gundlapalle,74.6,49.8,106,139.4,369.8,23,96,19,7,0,0
2015,2915,Nalgonda,Gurrampode,182.2,77.2,232.8,92.2,584.4,37,79,32,9,2,0
2015,2909,Nalgonda,Kangal,116.4,30.4,175.4,121.4,443.6,29,80,31,11,0,0
2015,2903,Nalgonda,Kattangoor,147.8,112,299.2,163.2,722.2,41,73,36,11,2,0
2015,2906,Nalgonda,Kethepalle,173.4,76.6,147.2,184.6,581.8,37,82,29,11,0,0
2015,2928,Nalgonda,Kondamallapally,113.4,29.8,176.2,251,570.4,33,83,24,15,0,0
2015,2919,Nalgonda,Madugulapally,108,59.8,142.8,93.2,403.8,37,73,42,7,0,0
2015,2912,Nalgonda,Marriguda,112.6,4.8,147,86.2,350.6,24,75,41,5,1,0
2015,2921,Nalgonda,Miryalaguda,238.8,92.8,356.2,113.6,801.4,38,78,30,11,3,0
2015,2910,Nalgonda,Munugode,254.8,36,300.4,144.4,735.6,34,84,19,18,1,0
2015,2905,Nalgonda,Nakrekal,142.8,32.4,129.8,221.8,526.8,34,71,42,8,1,0
2015,2908,Nalgonda,Nalgonda,194,112.2,162.6,182.8,651.6,38,79,30,11,2,0
2015,2914,Nalgonda,Nampalle,183.8,9.2,225,97,515,36,81,32,8,1,0
2015,2902,Nalgonda,Narketpalle,111.2,30.4,230.2,124.2,496,41,75,40,7,0,0
2015,2927,Nalgonda,Neredugommu,76,22.6,102.2,95,295.8,26,92,25,5,0,0
2015,2917,Nalgonda,Nidamanur,161,42.8,227.8,310,741.6,32,89,18,14,0,1
2015,2926,Nalgonda,Pedda_adiserlapalle,85.2,28.4,186.2,90,389.8,28,85,28,9,0,0
2015,2925,Nalgonda,Peddavura,141,10,258.8,55.6,465.4,40,78,37,7,0,0
2015,2904,Nalgonda,Saligouraram,181.8,40.4,92.8,189.2,504.2,28,95,15,12,0,0
2015,2907,Nalgonda,Thipparthi,108,59.8,142.8,93.2,403.8,37,73,42,7,0,0
2015,2918,Nalgonda,Thripuraram,249.2,70.6,405.4,58.6,783.8,31,91,14,15,2,0
2015,2924,Nalgonda,Tirumalagiri_Sagar,161,42.8,227.8,310,741.6,32,89,18,14,0,1
2015,2920,Nalgonda,Vemulapalle,162,73.6,217,162.6,615.2,31,88,20,13,0,1
2015,403,Nirmal,Basar,212.6,77,221.2,76,586.8,31,80,29,12,1,0
2015,405,Nirmal,Bhainsa,317.4,117.8,184.4,47.8,667.4,38,77,32,12,1,0
2015,419,Nirmal,Dastuarabad,162,184.6,109.4,182.2,638.2,29,83,27,10,2,0
2015,409,Nirmal,Dilawarpur,333.8,150.2,196,59.2,739.2,37,71,32,19,0,0
2015,418,Nirmal,Kaddampeddur,162,184.6,109.4,182.2,638.2,29,83,27,10,2,0
2015,417,Nirmal,Khanpur,169.4,143.4,160.6,120,593.4,38,75,33,14,0,0
2015,401,Nirmal,Kubeer,170.6,124.2,264.6,123.6,683,37,76,28,17,1,0
2015,406,Nirmal,Kuntala,224.8,108,178.6,121.2,632.6,38,79,29,14,0,0
2015,414,Nirmal,Laxmanchanda,258.8,102.2,176.8,95,632.8,32,81,24,17,0,0
2015,408,Nirmal,Lokeswaram,250,126.8,151.4,62.2,590.4,35,78,33,10,1,0
2015,415,Nirmal,Mamda,218.6,89.4,117.8,47.2,473,34,77,35,10,0,0
2015,404,Nirmal,Mudhole,212.6,77,221.2,76,586.8,31,80,29,12,1,0
2015,407,Nirmal,Narsapur_G,224.8,108,178.6,121.2,632.6,38,79,29,14,0,0
2015,411,Nirmal,Nirmal,277.8,160.6,306.6,156.4,901.4,43,72,33,15,2,0
2015,412,Nirmal,Nirmal_Rural,277.8,160.6,306.6,156.4,901.4,43,72,33,15,2,0
2015,416,Nirmal,Pembi,169.4,143.4,160.6,120,593.4,38,75,33,14,0,0
2015,410,Nirmal,Sarangapur,334.4,149.4,154.2,132.8,770.8,35,79,27,14,2,0
2015,413,Nirmal,Soan,277.8,160.6,306.6,156.4,901.4,43,72,33,15,2,0
2015,402,Nirmal,Tanur,168.2,77.4,161.4,34,441,35,81,30,11,0,0
2015,503,Nizamabad,Armur,185.2,62,166.8,52.4,466.4,33,78,37,6,1,0
2015,504,Nizamabad,Balkonda,229.4,50.2,124.6,20.6,424.8,24,93,20,9,0,0
2015,526,Nizamabad,Bheemgal,158.6,48.8,133.6,32.8,373.8,30,88,27,7,0,0
2015,516,Nizamabad,Bodhan,170.8,26.2,211.6,75.6,484.2,30,83,30,9,0,0
2015,525,Nizamabad,Dharpalle,115.2,89.6,133.8,41.8,380.4,30,79,34,9,0,0
2015,523,Nizamabad,Dichpalle,131.2,56.6,179.2,77.2,444.2,33,81,36,4,1,0
2015,524,Nizamabad,Indalwai,115.2,89.6,133.8,41.8,380.4,30,79,34,9,0,0
2015,511,Nizamabad,Jakranpalle,164.8,40.2,204,84.4,493.4,29,92,20,10,0,0
2015,508,Nizamabad,Kammarpalle,193.8,23.8,35.4,106.6,359.6,24,92,21,9,0,0
2015,517,Nizamabad,Kotgiri,169.2,46.6,219.2,67.2,502.2,30,89,23,9,1,0
2015,512,Nizamabad,Makloor,258.8,71.8,235.4,47.4,613.4,33,87,21,12,2,0
2015,506,Nizamabad,Mendora,229.4,50.2,124.6,20.6,424.8,24,93,20,9,0,0
2015,509,Nizamabad,Mortad,219.2,39.4,66.8,29,354.4,32,86,29,7,0,0
2015,522,Nizamabad,Mugpal,138.6,66.9,229.3,55.3,490.1,36,79,37,5,0,1
2015,505,Nizamabad,Mupkal,229.4,50.2,124.6,20.6,424.8,24,93,20,9,0,0
2015,502,Nizamabad,Nandipet,172,37.4,134.8,89.2,433.4,30,88,23,11,0,0
2015,501,Nizamabad,Navipet,140.2,104,238.4,89,571.6,35,87,25,9,1,0
2015,513,Nizamabad,Nizamabad_North,138.6,66.9,229.3,55.3,490.1,36,79,37,5,0,1
2015,520,Nizamabad,Nizamabad_Rural,138.6,66.9,229.3,55.3,490.1,36,79,37,5,0,1
2015,521,Nizamabad,Nizamabad_South,138.6,66.9,229.3,55.3,490.1,36,79,37,5,0,1
2015,515,Nizamabad,Ranjal,125.8,54,119,53.6,352.4,28,83,32,7,0,0
2015,518,Nizamabad,Rudrur,169.2,46.6,219.2,67.2,502.2,30,89,23,9,1,0
2015,527,Nizamabad,Sirkonda,158.8,29.6,185.8,41.4,415.6,35,74,42,5,1,0
2015,510,Nizamabad,Vailpur,259.4,20.2,106.4,35.4,421.4,26,88,25,9,0,0
2015,519,Nizamabad,Varni,119.4,70.4,191,56.6,437.4,36,83,33,5,1,0
2015,514,Nizamabad,Yeda_Palle,118.4,39,166.6,34,358,25,84,32,6,0,0
2015,507,Nizamabad,Yergatla,219.2,39.4,66.8,29,354.4,32,86,29,7,0,0
2015,703,Peddapalle,Antargoan,154.8,185.1,109.2,172.1,621.2,33,83,27,10,2,0
2015,701,Peddapalle,Dharmaram,189.8,128.9,59.4,215,593.1,35,84,29,7,2,0
2015,709,Peddapalle,Elgaid,289.6,114.4,81.8,172.4,658.2,32,83,27,10,2,0
2015,708,Peddapalle,Julapalle,247.6,113,60.6,157.6,578.8,29,89,22,9,2,0
2015,706,Peddapalle,Kamanpur,285.8,172.4,122.8,175,756,34,82,24,14,2,0
2015,714,Peddapalle,Manthani,383,134,246.6,167.8,931.4,36,83,23,12,3,1
2015,713,Peddapalle,Mutharam_Manthani,375.2,101,81,118.8,676,30,88,23,7,4,0
2015,711,Peddapalle,Odela,325.4,46.4,95.6,220.4,687.8,33,86,24,10,2,0
2015,702,Peddapalle,Palakurthy,154.8,185.1,109.2,172.1,621.2,33,83,27,10,2,0
2015,707,Peddapalle,Peddapalle,333.8,188.8,67.8,243.2,833.6,36,78,28,13,3,0
2015,705,Peddapalle,Ramagiri,285.8,172.4,122.8,175,756,34,82,24,14,2,0
2015,704,Peddapalle,Ramagundam,154.8,185.1,109.2,172.1,621.2,33,83,27,10,2,0
2015,712,Peddapalle,Srirampur,357,62.4,117.6,220.4,757.4,40,76,36,8,2,0
2015,710,Peddapalle,Sultanabad,362.8,81.8,83,235.8,763.4,34,83,27,9,3,0
2015,1404,Rajanna Sircilla,Boinpalle,140,82.6,132.5,121,476.1,33,87,26,8,1,0
2015,1402,Rajanna Sircilla,Chandurthi,165.2,98.2,129,165,557.4,31,91,18,13,0,0
2015,1413,Rajanna Sircilla,Ellanthakunta,222.1,41.2,89.2,154,506.5,31,89,23,10,0,0
2015,1410,Rajanna Sircilla,Gambhiraopeta,121.4,25.2,143.4,218.6,508.6,30,87,24,10,1,0
2015,1407,Rajanna Sircilla,Konaraopeta,152.4,43.2,157.2,119.8,472.6,28,86,26,10,0,0
2015,1411,Rajanna Sircilla,Mustabad,137.6,38.1,178.2,224,577.9,37,80,31,10,1,0
2015,1401,Rajanna Sircilla,Rudrangi,165.2,98.2,129,165,557.4,31,91,18,13,0,0
2015,1406,Rajanna Sircilla,Sirsilla,224.9,66.3,154.8,168.6,614.6,28,91,22,6,3,0
2015,1412,Rajanna Sircilla,Thangallapalle,224.9,66.3,154.8,168.6,614.6,28,91,22,6,3,0
2015,1408,Rajanna Sircilla,Veernapalle,114.8,46.4,253,146.8,561,32,83,31,8,0,0
2015,1405,Rajanna Sircilla,Vemulawada,187.8,167.4,174.5,177.4,707.1,35,82,28,9,3,0
2015,1403,Rajanna Sircilla,Vemulawada_Rural,187.8,167.4,174.5,177.4,707.1,35,82,28,9,3,0
2015,1409,Rajanna Sircilla,Yellareddypeta,114.8,46.4,253,146.8,561,32,83,31,8,0,0
2015,2308,Rangareddy,Abdullapurmet,251.4,115.4,192.6,142.8,702.2,33,88,24,7,3,0
2015,2313,Rangareddy,Amangal,77.8,27.2,90.8,121.4,317.2,22,95,20,7,0,0
2015,2305,Rangareddy,Balapur,275.8,42.8,127.6,230,676.2,35,80,30,11,0,1
2015,2321,Rangareddy,Chevella,156.6,28.8,153,140.4,478.8,26,83,29,10,0,0
2015,2327,Rangareddy,Chowdergudem,79.4,39,159.8,78.8,357,21,99,14,9,0,0
2015,2325,Rangareddy,Farooqnagar,95,30.4,218.2,186.6,530.2,29,91,18,13,0,0
2015,2303,Rangareddy,Gandipet,160,19.6,124.2,154.1,457.9,33,81,32,9,0,0
2015,2307,Rangareddy,Hayathnagar,251.4,115.4,192.6,142.8,702.2,33,88,24,7,3,0
2015,2309,Rangareddy,Ibrahimpatnam,145.4,22.2,122.4,172,462,33,84,27,11,0,0
2015,2316,Rangareddy,Kadthal,37,9.2,60.8,129,236,21,91,28,3,0,0
2015,2317,Rangareddy,Kandukur,85.6,19.2,77.2,174.6,356.6,22,96,16,10,0,0
2015,2315,Rangareddy,Keshampeta,124.8,24.2,130.2,157.2,436.4,28,89,21,12,0,0
2015,2326,Rangareddy,Kondurg,79.4,39,159.8,78.8,357,21,99,14,9,0,0
2015,2323,Rangareddy,Kothur,80.4,90.8,108,57.8,337,34,88,31,3,0,0
2015,2312,Rangareddy,Madgul,69,0,75.4,152.8,297.2,23,97,20,5,0,0
2015,2318,Rangareddy,Maheshwaram,162.2,37.8,272,143,615,41,79,29,13,1,0
2015,2310,Rangareddy,Manchal,84.8,29.4,53.6,128.4,296.2,23,90,27,5,0,0
2015,2320,Rangareddy,Moinabad,119,16.8,154.2,158.6,448.6,34,81,31,10,0,0
2015,2324,Rangareddy,Nandigam,80.4,90.8,108,57.8,337,34,88,31,3,0,0
2015,2304,Rangareddy,Rajendranagar,160,19.6,124.2,154.1,457.9,33,81,32,9,0,0
2015,2306,Rangareddy,Saroornagar,275.8,42.8,127.6,230,676.2,35,80,30,11,0,1
2015,2302,Rangareddy,Serilingampally,82.6,26,37.4,101.3,247.3,22,95,22,5,0,0
2015,2322,Rangareddy,Shabad,53.8,89.4,224.6,114.8,482.6,25,86,25,10,1,0
2015,2319,Rangareddy,Shamshabad,175.8,51.2,133.8,88.4,449.2,33,78,35,8,1,0
2015,2301,Rangareddy,Shankarpalle,123.6,20.4,230.2,198.6,572.8,36,78,32,12,0,0
2015,2314,Rangareddy,Talakondapalle,37,9.2,60.8,129,236,21,91,28,3,0,0
2015,2311,Rangareddy,Yacharam,120,2,99.2,160.2,381.4,26,93,21,8,0,0
2015,1625,Sangareddy,Ameenapur,141.6,28.4,124.2,162.6,456.8,27,82,33,6,1,0
2015,1615,Sangareddy,Andhole,137.4,37,181.4,47.4,403.2,28,79,33,10,0,0
2015,1621,Sangareddy,Gummadidala,168.4,54.6,128.8,169.8,521.6,32,86,24,12,0,0
2015,1620,Sangareddy,Hathanoora,107.8,99,180.4,129.6,516.8,27,88,21,12,1,0
2015,1612,Sangareddy,Jharasangam,102.2,72.2,141.4,95.6,411.4,26,94,19,9,0,0
2015,1622,Sangareddy,Jinnaram,168.4,54.6,128.8,169.8,521.6,32,86,24,12,0,0
2015,1603,Sangareddy,Kalher,117.6,41.2,145.2,56.2,360.2,30,88,26,8,0,0
2015,1623,Sangareddy,Kandi,89.6,51.8,99.2,136.6,377.2,30,82,35,4,1,0
2015,1601,Sangareddy,Kangti,130.6,60.8,165.2,100.8,457.4,33,74,37,11,0,0
2015,1611,Sangareddy,Kohir,81.6,72.4,169.2,113.8,437,28,89,22,11,0,0
2015,1618,Sangareddy,Kondapur,84.4,49.6,135,173,442,32,83,29,10,0,0
2015,1606,Sangareddy,Manoor,107.8,54.8,90.2,172.2,425,27,89,24,9,0,0
2015,1610,Sangareddy,Mogdampalle,30.8,55.4,86.7,136.3,309.2,25,92,24,6,0,0
2015,1613,Sangareddy,Munipalli,87.4,68,121.2,157.8,434.4,28,85,27,10,0,0
2015,1605,Sangareddy,Nagalgidda,107.8,54.8,90.2,172.2,425,27,89,24,9,0,0
2015,1604,Sangareddy,Narayankhed,122.6,42.6,123.6,92,380.8,27,81,33,8,0,0
2015,1608,Sangareddy,Naykal,133,69,142.4,108.6,453,30,89,24,9,0,0
2015,1624,Sangareddy,Patancheruvu,141.6,28.4,124.2,162.6,456.8,27,82,33,6,1,0
2015,1616,Sangareddy,Pulkal,126.4,22.8,65.2,84.2,298.6,25,92,24,6,0,0
2015,1607,Sangareddy,Raikode,91.8,80.8,98,81,351.6,25,91,23,8,0,0
2015,1626,Sangareddy,Ramachandrapuram,102,36.8,108.2,187.6,434.6,28,87,27,7,1,0
2015,1617,Sangareddy,Sadasivpet,121,60.8,118,179.4,479.2,27,87,23,12,0,0
2015,1619,Sangareddy,Sangareddy,89.6,51.8,99.2,136.6,377.2,30,82,35,4,1,0
2015,1602,Sangareddy,Sirgapoor,122.6,42.6,123.6,92,380.8,27,81,33,8,0,0
2015,1614,Sangareddy,Watpalle,63.8,78.6,90,174.2,406.6,27,90,22,10,0,0
2015,1609,Sangareddy,Zahirabad,30.8,55.4,86.7,136.3,309.2,25,92,24,6,0,0
2015,1807,Siddipet,Akkannapet,202.8,116.6,228.8,216.6,764.8,39,77,29,14,2,0
2015,1804,Siddipet,Bejjanki,154.8,65,137,197.2,554,36,76,35,9,2,0
2015,1821,Siddipet,Cheriyal,206.6,23,87.4,274,591,36,86,22,13,1,0
2015,1803,Siddipet,Chinnakodur,150.4,2.2,75.6,154,382.2,21,96,17,9,0,0
2015,1812,Siddipet,Doultabad,162.6,81,92,143,478.6,39,77,37,8,0,0
2015,1801,Siddipet,Dubbak,181.4,53,96.4,113.4,444.2,34,81,32,9,0,0
2015,1818,Siddipet,Gajwel,305.8,117.4,144.8,143,711,39,80,26,14,2,0
2015,1806,Siddipet,Husnabad,202.8,116.6,228.8,216.6,764.8,39,77,29,14,2,0
2015,1817,Siddipet,Jagadevpur,189.4,20.8,20.8,163.6,394.6,23,89,26,6,1,0
2015,1805,Siddipet,Koheda,193.6,30.4,125,194.4,543.4,30,87,22,13,0,0
2015,1820,Siddipet,Komaravelly,206.6,23,87.4,274,591,36,86,22,13,1,0
2015,1819,Siddipet,Kondapak,114,39.2,50.8,125.2,329.2,25,92,23,7,0,0
2015,1822,Siddipet,Maddur,192,35,66.2,257.8,551,31,83,29,8,2,0
2015,1816,Siddipet,Markook,189.4,20.8,20.8,163.6,394.6,23,89,26,6,1,0
2015,1811,Siddipet,Mirdoddi,177.2,58,103.6,150.8,489.6,31,88,19,15,0,0
2015,1815,Siddipet,Mulug,139.6,47.4,37.6,156.8,381.4,30,86,27,9,0,0
2015,1808,Siddipet,Nanganur,202,48.8,65.6,110.2,426.6,32,88,25,8,1,0
2015,1813,Siddipet,Rayapole,162.6,81,92,143,478.6,39,77,37,8,0,0
2015,1802,Siddipet,Siddipet_Rural,150.4,2.2,75.6,154,382.2,21,96,17,9,0,0
2015,1809,Siddipet,Siddipet_Urban,139.4,54,68,177.8,439.2,31,82,33,6,1,0
2015,1810,Siddipet,Thoguta,138.8,39,67.2,134.4,379.4,29,93,21,8,0,0
2015,1814,Siddipet,Wargal,204.4,73.6,80.8,266,624.8,38,79,31,12,0,0
2015,3014,Suryapet,Ananthagiri,295.2,39.8,72.4,170,577.4,30,81,32,7,2,0
2015,3008,Suryapet,Atmakur_S,221.6,33.4,85.8,208,548.8,34,79,31,11,1,0
2015,3016,Suryapet,Chilkur,300.2,67,164,92,623.2,37,80,29,12,1,0
2015,3023,Suryapet,Chinthalapalem,171.6,27,139.2,76,413.8,30,82,32,7,1,0
2015,3010,Suryapet,Chivvemla,175,43.2,120.4,262.6,601.2,34,81,25,15,1,0
2015,3017,Suryapet,Garidepalle,183.6,105.8,218.4,99.4,607.2,33,89,21,12,0,0
2015,3021,Suryapet,Huzur nagar,286.8,165.8,137.4,134,724,29,89,17,14,2,0
2015,3006,Suryapet,Jajireddigudem,267.4,108.2,137.8,209.8,723.2,36,82,25,14,1,0
2015,3015,Suryapet,Kodad,335.8,59.2,158.4,123.6,677,36,78,32,11,0,1
2015,3004,Suryapet,Maddirala,312,97.8,135.6,334.8,880.2,44,75,27,19,1,0
2015,3020,Suryapet,Mattampalle,171.6,27,136.2,29.8,364.6,29,82,34,5,1,0
2015,3022,Suryapet,Mellachervu,171.6,27,139.2,76,413.8,30,82,32,7,1,0
2015,3009,Suryapet,Mothey,187,23.2,99.4,113.4,423,32,89,23,10,0,0
2015,3012,Suryapet,Munagala,314.6,48.2,114.8,196.8,674.4,35,82,29,9,1,1
2015,3013,Suryapet,Nadigudem,295.2,39.8,72.4,170,577.4,30,81,32,7,2,0
2015,3001,Suryapet,Nagaram,404.2,136,162.8,255,958,42,74,27,17,4,0
2015,3018,Suryapet,Neredcherla,218.8,141,211,53.4,624.2,32,82,27,12,1,0
2015,3005,Suryapet,Noothankal,312,97.8,135.6,334.8,880.2,44,75,27,19,1,0
2015,3019,Suryapet,Palakeedu,218.8,141,211,53.4,624.2,32,82,27,12,1,0
2015,3011,Suryapet,Penpahad,226,50.4,235,80.6,592,39,75,33,14,0,0
2015,3007,Suryapet,Suryapet,264.6,70.2,132.2,162.2,629.2,34,73,38,9,2,0
2015,3002,Suryapet,Thirumalagiri,261.2,124.6,134.2,288,808,35,85,17,20,0,0
2015,3003,Suryapet,Thungathurthi,404.2,136,162.8,255,958,42,74,27,17,4,0
2015,2412,Vikarabad,Bantwaram,84.6,76.2,183,80.6,424.4,31,87,25,10,0,0
2015,2415,Vikarabad,Basheerabad,77.8,48.8,149.2,129.8,405.6,21,92,18,11,1,0
2015,2409,Vikarabad,Bomraspeta,71,26,93.2,112.2,302.4,21,97,17,8,0,0
2015,2410,Vikarabad,Dharur,71,68.6,137.8,143,420.4,29,93,22,7,0,0
2015,2408,Vikarabad,Doma,101.8,18,92.8,54,266.6,23,89,29,4,0,0
2015,2418,Vikarabad,Doulatabad,32,27,72,34,165,18,104,16,2,0,0
2015,2417,Vikarabad,Kodangal,101,39,143,108,391,29,92,20,10,0,0
2015,2411,Vikarabad,Kotepally,84.6,76.2,183,80.6,424.4,31,87,25,10,0,0
2015,2407,Vikarabad,Kulkacharla,94.2,46.2,49.6,36.8,226.8,24,90,29,3,0,0
2015,2401,Vikarabad,Marpalle,57,69.6,108.2,161.4,396.2,24,94,19,9,0,0
2015,2402,Vikarabad,Mominpet,129.2,52.4,188.4,192.2,562.2,36,72,40,9,1,0
2015,2403,Vikarabad,Nawabpet,95.6,65.8,154.8,155.6,471.8,32,81,31,10,0,0
2015,2406,Vikarabad,Pargi,119.6,54.2,196.6,127,497.4,33,85,25,12,0,0
2015,2413,Vikarabad,Peddemul,45.6,94,126,91.4,357,22,89,25,8,0,0
2015,2405,Vikarabad,Pudur,109.4,48,168,225.8,551.2,23,93,16,12,1,0
2015,2414,Vikarabad,Tandur,56.8,79,133.2,92.8,361.8,30,83,31,8,0,0
2015,2404,Vikarabad,Vikarabad,132.2,96.4,177.4,122.6,528.6,33,83,27,11,1,0
2015,2416,Vikarabad,Yelal,72.8,55,62.2,106.2,296.2,30,84,33,5,0,0
2015,2701,Wanaparthy,Amarchinta,51,76,123.8,200.6,451.4,17,104,9,8,1,0
2015,2710,Wanaparthy,Atmakur,51,76,123.8,200.6,451.4,17,104,9,8,1,0
2015,2714,Wanaparthy,Chinnambavi,85,44.2,119.6,162,410.8,26,93,21,8,0,0
2015,2704,Wanaparthy,Ghanpur,96.2,5,92.8,66.6,260.6,23,96,21,5,0,0
2015,2705,Wanaparthy,Gopalpeta,67.4,37.2,126.6,73.2,304.4,28,90,29,3,0,0
2015,2709,Wanaparthy,Kothakota,96,69.2,230.4,181.8,577.4,29,95,16,10,1,0
2015,2702,Wanaparthy,Madanapur,96,69.2,230.4,181.8,577.4,29,95,16,10,1,0
2015,2707,Wanaparthy,Pangal,35.5,24.2,67.2,208.4,335.3,22,100,14,8,0,0
2015,2711,Wanaparthy,Pebbair,38.9,51,57.8,151.2,298.9,18,98,18,6,0,0
2015,2703,Wanaparthy,Peddamandadi,66.4,15.2,86.6,51,219.2,19,98,19,5,0,0
2015,2706,Wanaparthy,Revelly,67.4,37.2,126.6,73.2,304.4,28,90,29,3,0,0
2015,2712,Wanaparthy,Srirangapur,38.9,51,57.8,151.2,298.9,18,98,18,6,0,0
2015,2713,Wanaparthy,Veepangandla,85,44.2,119.6,162,410.8,26,93,21,8,0,0
2015,2708,Wanaparthy,Wanaparthy,49.1,12,80.6,167.2,308.9,20,100,14,8,0,0
2015,1105,Warangal_Rural,Atmakur,505.2,75.8,160.2,131.2,872.4,43,77,33,9,2,1
2015,1110,Warangal_Rural,Chennaraopeta,500.2,173.8,117.4,234.4,1025.8,47,73,30,17,1,1
2015,1103,Warangal_Rural,Damera,505.2,75.8,160.2,131.2,872.4,43,77,33,9,2,1
2015,1106,Warangal_Rural,Duggondi,460.6,80.4,146,118.2,805.2,36,75,33,12,1,1
