Year,DMCODE,New_DIST,NEW_MANDAL,June,July,Aug,Sep,total,Rainy Days(out of 122),No Rain,Light Rainfall,moderate,Heavy,Very Heavy
2016,808,Jayashankar Bhupalpally,Mogullapalle,302.4,360.2,130.4,425.2,1218.2,56,66,23,30,3,0
2016,813,Jayashankar Bhupalpally,Mulug,289.2,325.6,146.8,319.4,1081,47,65,34,20,2,1
2016,803,Jayashankar Bhupalpally,Mutharam_Mahadevpur,117.4,354.2,247.4,355,1074,52,65,29,27,1,0
2016,802,Jayashankar Bhupalpally,Palmela,177,373.6,282,307,1139.6,51,68,33,18,3,0
2016,809,Jayashankar Bhupalpally,Regonda,279.8,317.8,142.4,394.2,1134.2,55,67,31,20,4,0
2016,815,Jayashankar Bhupalpally,Tadvai,344,408.2,128.6,259.6,1140.4,42,66,34,20,0,2
2016,807,Jayashankar Bhupalpally,Tekumatla,316.2,328.8,93,406.6,1144.6,52,79,15,26,1,1
2016,812,Jayashankar Bhupalpally,Venkatapur,357.2,340.4,114.6,272.6,1084.8,53,70,32,17,2,1
2016,819,Jayashankar Bhupalpally,Venkatapuram,336.2,416.8,325.3,218.4,1296.7,65,65,36,18,2,1
2016,818,Jayashankar Bhupalpally,Wazeed,202.6,492.2,357,232.4,1284.2,60,53,42,23,4,0
2016,2607,Jogulamba Gadwal,Aiza,105.6,66.8,35.4,186.8,394.6,27,61,31,27,2,1
2016,2612,Jogulamba Gadwal,Alampur,150.6,181.8,101.6,155,589,27,89,26,6,1,0
2016,2602,Jogulamba Gadwal,Dharur,147.8,139.2,66,228.2,581.2,29,94,20,5,3,0
2016,2603,Jogulamba Gadwal,Gadwal,200.6,92.8,174.4,271.2,739,35,84,26,12,0,0
2016,2606,Jogulamba Gadwal,Ghattu,172,111,41,172,496,27,76,29,16,1,0
2016,2604,Jogulamba Gadwal,Itikyal,214.6,88.6,139,265.8,708,33,87,22,12,1,0
2016,2601,Jogulamba Gadwal,Kaloor_Timmanadoddi,172,111,41,172,496,27,88,14,19,1,0
2016,2605,Jogulamba Gadwal,Maldakal,210,76,45.4,206.8,538.2,31,87,22,12,1,0
2016,2610,Jogulamba Gadwal,Manopad,116,82.6,79.4,149,427,28,86,26,9,1,0
2016,2608,Jogulamba Gadwal,Rajoli,89.4,125.2,92.2,154.2,461,31,93,20,9,0,0
2016,2611,Jogulamba Gadwal,Undavelli,150.6,181.8,101.6,155,589,27,90,18,14,0,0
2016,2609,Jogulamba Gadwal,Waddepalle,89.4,125.2,92.2,154.2,461,31,94,20,5,3,0
2016,1507,Kamareddy,Banswada,164.4,349.8,173.6,549,1236.8,54,90,18,14,0,0
2016,1517,Kamareddy,Bhiknur,144.6,258.6,75.6,429.8,908.6,55,63,34,21,4,0
2016,1522,Kamareddy,Bibipet,233.8,278.4,99.4,517.2,1128.8,58,58,51,10,3,0
2016,1504,Kamareddy,Bichkunda,150.6,374,100.2,319.8,944.6,48,54,46,19,2,1
2016,1505,Kamareddy,Birkoor,213,267.6,195.6,446.4,1122.6,61,67,31,22,2,0
2016,1521,Kamareddy,Domakonda,233.8,278.4,99.4,517.2,1128.8,58,55,41,25,1,0
2016,1513,Kamareddy,Gandhari,212.6,263.6,99.6,597.4,1173.2,55,54,46,19,2,1
2016,1502,Kamareddy,Jukkal,363.6,355,152.2,591.6,1462.4,52,64,38,17,2,1
2016,1518,Kamareddy,Kamareddy,142.8,265.6,155.4,757.2,1321,58,69,23,24,4,2
2016,1512,Kamareddy,Lingampet,98.4,266.2,72.8,673.4,1110.8,49,58,44,17,1,2
2016,1520,Kamareddy,Machareddy,225.8,253.2,158,789.4,1426.4,53,70,34,16,0,2
2016,1501,Kamareddy,Madnur,183.2,151.4,121.4,346,802,40,64,36,20,1,1
2016,1510,Kamareddy,Naga_Reddipet,156,244,61.4,445,906.4,55,78,29,13,1,1
2016,1506,Kamareddy,Nasurullabad,213,267.6,195.6,446.4,1122.6,61,56,50,14,2,0
2016,1509,Kamareddy,Nizamsagar,151,254.8,58.2,408.8,872.8,55,55,41,25,1,0
2016,1503,Kamareddy,Pedda Kodapgal,150.6,374,100.2,319.8,944.6,48,58,44,19,1,0
2016,1508,Kamareddy,Pitlam,188.8,239.6,67.2,469.8,965.4,49,67,31,22,2,0
2016,1516,Kamareddy,Rajampet,144.6,258.6,75.6,429.8,908.6,55,69,35,17,0,1
2016,1519,Kamareddy,Ramareddy,225.8,253.2,158,789.4,1426.4,53,58,51,10,3,0
2016,1514,Kamareddy,Sadasivanagar,225,229.6,153.2,537.2,1145,54,64,36,20,1,1
2016,1515,Kamareddy,Tadwai,121.6,157.8,151,669.4,1099.8,54,60,40,19,1,2
2016,1511,Kamareddy,Yellareddy,141,297.2,49,486.6,973.8,51,67,36,15,2,2
2016,1310,Karimnagar,Chigurumamidi,39,138,123.6,354.4,655,44,65,37,18,1,1
2016,1303,Karimnagar,Choppadandi,208.6,374.6,179.2,330,1092.4,48,76,30,15,1,0
2016,1316,Karimnagar,Ellandakunta,251.4,296.6,68.2,321.2,937.4,53,73,23,25,1,0
2016,1301,Karimnagar,Gangadhara,135.2,309,84.4,284.6,813.2,47,62,40,19,1,0
2016,1306,Karimnagar,Gannervaram,117.2,267,97.4,406.6,888.2,48,74,27,21,0,0
2016,1314,Karimnagar,Huzurabad,171.2,387.2,99.8,332.6,990.8,45,70,34,16,2,0
2016,1315,Karimnagar,Jammikunta,251.4,296.6,68.2,321.2,937.4,53,67,31,22,2,0
2016,1307,Karimnagar,Karimnagar,133.6,378,167.2,432.8,1111.6,47,62,40,19,1,0
2016,1304,Karimnagar,Karimnagar_Rural,133.6,378,167.2,432.8,1111.6,47,66,34,20,1,1
2016,1305,Karimnagar,Kothapalle,133.6,378,167.2,432.8,1111.6,47,66,34,20,1,1
2016,1308,Karimnagar,Manakondur,80.4,261.6,120.4,274.2,736.6,47,66,34,20,1,1
2016,1302,Karimnagar,Ramadugu,50,216.4,69.8,248.2,584.4,42,75,32,14,1,0
2016,1312,Karimnagar,Shankarapatnam,75.8,337.6,60.4,321.6,795.4,40,71,39,12,0,0
2016,1309,Karimnagar,Thimmapur,98.6,344,191.8,295.2,929.6,48,79,29,13,1,0
2016,1311,Karimnagar,V_Saidapur,64.2,281.4,153.6,406.4,905.6,45,69,34,17,1,1
2016,1313,Karimnagar,Veenavanka,164.2,296.6,61.2,283.8,805.8,49,72,32,15,2,1
2016,3119,Khammam,Bonakal,241.8,86.6,167.2,261.8,757.4,44,67,36,18,1,0
2016,3109,Khammam,Chinthakani,208.4,84.4,97.4,272.4,662.6,37,74,30,17,1,0
2016,3112,Khammam,Enkuru,278,150,175.4,202,805.4,48,79,30,13,0,0
2016,3113,Khammam,Kalluru,345.2,193.2,119.8,263.6,921.8,42,61,46,13,2,0
2016,3102,Khammam,Kamepalle,210,116,217.4,321.4,864.8,41,76,28,15,3,0
2016,3104,Khammam,Khammam_Rural,238.8,166.6,111,226.6,743,44,80,23,17,2,0
2016,3110,Khammam,Khammam_Urban,253.2,160,118.4,210.2,741.8,41,65,42,13,2,0
2016,3111,Khammam,Konijerla,278.8,74.6,83.4,215.8,652.6,42,66,42,12,2,0
2016,3106,Khammam,Kusumanchi,129.2,144,63.4,254.8,591.4,46,76,32,13,1,0
2016,3120,Khammam,Madhira,259.6,110.2,191.6,188.4,749.8,39,73,39,10,0,0
2016,3108,Khammam,Mudigonda,205.4,137.4,138.2,309.4,790.4,47,73,31,17,1,0
2016,3107,Khammam,Nelakondapalle,203.6,78.2,99.2,280.8,661.8,40,70,31,21,0,0
2016,3114,Khammam,Penuballi,298.2,68.8,160.2,247.4,774.6,44,80,24,18,0,0
2016,3103,Khammam,Raghunadhapalem,253.2,160,118.4,210.2,741.8,41,70,37,14,1,0
2016,3115,Khammam,Sathupalle,552.2,133.8,136.8,291.4,1114.2,47,66,42,12,2,0
2016,3101,Khammam,Singareni,235,85.4,107,363.6,791,39,63,40,16,2,1
2016,3117,Khammam,Thallada,252.2,196.6,154.6,235,838.4,44,80,23,17,2,0
2016,3105,Khammam,Thirumalayapalem,227.8,142.4,127.8,223,721,38,70,37,12,3,0
2016,3116,Khammam,Vemsoor,356.4,27.6,109.4,303.8,797.2,42,76,30,13,3,0
2016,3118,Khammam,Wyra,267.4,138.4,185.4,283.8,875,41,78,27,15,2,0
2016,3121,Khammam,Yerrupalem,311.8,177.2,109.4,133.2,731.6,41,67,32,21,2,0
2016,206,Kumarambheem Asifabad,Asifabad,183.4,494,62.4,226.6,966.4,50,73,35,13,1,0
2016,213,Kumarambheem Asifabad,Bejjur,301.2,784.8,226.2,291.8,1604,61,69,35,14,3,1
2016,212,Kumarambheem Asifabad,Chintalamanepally,174.2,503.2,133.2,262.2,1072.8,49,57,38,21,5,1
2016,215,Kumarambheem Asifabad,Dahegaon,181,529.6,219.8,216.2,1146.6,53,65,37,15,5,0
2016,201,Kumarambheem Asifabad,Jainoor,293.2,441.8,135.8,231,1101.8,57,67,35,17,2,1
2016,209,Kumarambheem Asifabad,Kagaznagar,177.6,501.4,85.8,101.2,866,45,59,38,23,2,0
2016,207,Kumarambheem Asifabad,Kerameri,270.8,371.2,53,252.6,947.6,45,73,34,14,0,1
2016,211,Kumarambheem Asifabad,Kouthala,174.2,503.2,133.2,262.2,1072.8,49,72,33,14,3,0
2016,203,Kumarambheem Asifabad,Lingapur,308.8,431.8,140.8,317.2,1198.6,61,65,37,15,5,0
2016,214,Kumarambheem Asifabad,Penchikalpet,301.2,784.8,226.2,291.8,1604,61,56,42,22,2,0
2016,205,Kumarambheem Asifabad,Rebbana,167.6,458,90,209.8,925.4,48,57,38,21,5,1
2016,210,Kumarambheem Asifabad,Sirpur_T,160.4,425,160,150.6,896,44,71,30,20,0,1
2016,202,Kumarambheem Asifabad,Sirpur_U,308.8,431.8,140.8,317.2,1198.6,61,62,42,16,2,0
2016,204,Kumarambheem Asifabad,Tiryani,178.4,589.2,77.6,272.2,1117.4,49,56,42,22,2,0
2016,208,Kumarambheem Asifabad,Wankdi,187.4,378.8,147,361,1074.2,49,66,29,25,2,0
2016,1003,Mahabubabad,Bayyaram,259.2,213.8,154.6,372.6,1000.2,44,63,35,24,0,0
2016,1012,Mahabubabad,Chinnagudur,370.2,185.4,111.6,272,939.2,50,73,27,20,2,0
2016,1014,Mahabubabad,Danthalapalle,175.7,136.4,35,205.8,552.9,37,64,39,16,3,0
2016,1005,Mahabubabad,Dornakal,111.6,76.2,80.4,185.6,453.8,39,71,38,13,0,0
2016,1002,Mahabubabad,Ganagavaram,256.2,305.8,182.4,498.2,1242.6,48,78,34,10,0,0
2016,1004,Mahabubabad,Garla,195,152.6,182.2,247.6,777.4,42,69,28,22,2,1
